url,start_time,end_time,processed,id,file_name,file_path,upload_date
https://www.youtube.com/watch?v=k6DAk57K_9M,2167,4814,True,k6DAk57K_9M,k6DAk57K_9M.mp3,/home/joshypoo/pyProjects/ytDownload/downloads/audio/k6DAk57K_9M.mp3,20250929.0
https://www.youtube.com/live/w5uDtL7WAeo?si=caf9F-f2N2jCtm7a,2179,5167,True,w5uDtL7WAeo,w5uDtL7WAeo.mp3,/home/joshypoo/pyProjects/ytDownload/downloads/audio/w5uDtL7WAeo.mp3,20250915.0
https://www.youtube.com/watch?v=1zuQ3degnVo,1907,4856,True,1zuQ3degnVo,1zuQ3degnVo.mp3,/home/joshypoo/pyProjects/ytDownload/downloads/audio/1zuQ3degnVo.mp3,20250811.0
https://www.youtube.com/watch?v=JqmtIZ6NP6k,3128,5303,True,JqmtIZ6NP6k,JqmtIZ6NP6k.mp3,/home/joshypoo/pyProjects/ytDownload/downloads/audio/JqmtIZ6NP6k.mp3,20250804.0
https://www.youtube.com/watch?v=4mvW3ZdvnCw,2011,4603,True,4mvW3ZdvnCw,4mvW3ZdvnCw.mp3,/home/joshypoo/pyProjects/ytDownload/downloads/audio/4mvW3ZdvnCw.mp3,20250728.0
https://www.youtube.com/watch?v=t4EdB8xkFZg&t=1748s,2561,4566,True,t4EdB8xkFZg,t4EdB8xkFZg.mp3,/home/joshypoo/pyProjects/ytDownload/downloads/audio/t4EdB8xkFZg.mp3,20250922
